id,sku,barcode,name,url,price,currency,description_html,usage_text,warnings_text,storage_text,created_at
96,000196-A,000196-A,SEPE NATURAL Propolis Ekstresi Likit Su Bazlı 300mg x 10 Ampul x 10 ml,https://www.sepenatural.com.tr/urun/propolis-extract-ekstrakt-likit-300mg-x-10ml-x-10-ampul,629.99,TL,,"11 Yaş ve üzeri tüm bireyler için, tercihen günde1 ampül ya da sağlık uzmanınızın talimatlarına göre alınır. Su, Meyve suyu, Bal, Pekmez gibi gıdalar ile, veya Yemeklerle birlikte veya aç kanına veya yatmadan önce kullanılabilir.","Propolis, arıların bitki tomurcuklarından topladığı reçinemsi maddelerden oluşan tamamen doğal bir arı ürünüdür. Yapısında flavonoidler ve fenolik bileşikler gibi dikkat çeken doğal bileşenler bulunur. Son yıllarda saf ve temiz içerik arayanların en çok ilgi gösterdiği arı ürünlerinden biri haline gelmiştir. Doğal yaşam rutinine arıların mucizesinden bir dokunuş eklemek isteyenler için ideal bir seçenek.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:21:47
97,000197-A,000197-A,"SEPE NATURAL Arı Sütü, Kalsiyum, Çinko, Folik Asit, C ve B Vitamin Kompleks Su Bazlı Şurup 10 Ampul x 10 ml",https://www.sepenatural.com.tr/urun/ari-sutu-500-mg-x-10-ampul-royal-jelly-likit-icecek,509.99,TL,,"İyice çalkalandıktan sonra, 11 Yaş ve üzeri tüm bireyler için, tercihen günde 10 ml ya da sağlık uzmanınızın talimatlarına göre alınır. Su, Meyve suyu, Bal, Pekmez gibi gıdalar ile, veya Yemeklerle birlikte veya aç kanına kullanılabilir.","Saf arı sütü, doğal arı ürünlerine yönelenlerin tercih ettiği güçlü ve yoğun bir doğal içeriktir. Krem kıvamlı yapısı ve karakteristik aromasıyla dikkat çeker.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:21:48
98,000195-A,000195-A,SEPE NATURAL Kore Ginseng Kök Ekstresi Likit 10 Ampul x 10 ml Panax,https://www.sepenatural.com.tr/urun/panax-ginseng-extract-10-ml-x-10-ampul-likit-sivi-ginseng,699.99,TL,,"Yetişkinler için, tercihen günde1 ampül ya da sağlık uzmanınızın talimatlarına göre alınır. Su, Meyve suyu, Bal, Pekmez gibi gıdalar ile, veya Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:21:50
99,MGZ0176,MGZ0176,"SEPE NATURAL Süzme Kestane Balı 480 gr Saf, Katkısız, Yüksek Prolin",https://www.sepenatural.com.tr/urun/kestane-bali-480-gr,849.99,TL,,"Gün içinde tek başına, kahvaltıda veya günün farklı saatlerinde doğal bir tatlandırıcı olarak tüketilebilir. 1 tatlı kaşığı doğrudan ya da yiyecek ve içecekler ile birlikte kullanılabilir.","Balın zamanla kristalleşmesi (şekerlenmesi) tamamen doğaldır ve balın saflığını gösterir. Kristalleşen balı, 45 °C’yi geçmeyen ılık su banyosunda bekleterek eski kıvamına getirebilirsiniz.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde ve çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:21:52
100,000175-A,000175-A,"SEPE NATURAL Süzme Çam Balı 480 gr Saf, Katkısız, Prolin",https://www.sepenatural.com.tr/urun/suzme-cam-bali-480-gr,299.99,TL,,"Kahvaltıda, içeceklerde veya doğrudan tüketilebilir.1 yaş altı bebeklere bal verilmemelidir.","Bal doğal bir ürün olduğu için renk, koku ve yoğunluk partiye göre değişebilir.","Serin, kuru ve güneş almayan bir yerde saklayınız. Zamanla kristalleşme doğal bir süreçtir ve ürünün kalitesini etkilemez.",2026-02-12 13:21:53
101,000179-A,000179-A,"SEPE NATURAL Süzme Çiçek Balı 480 gr Saf, Katkısız, Prolin",https://www.sepenatural.com.tr/urun/cicek-bali-480-gr,299.99,TL,,"Çay, kahvaltı ve tatlılarda kullanılabilir.1 yaş altı bebeklere bal verilmemelidir.",Doğal ürünlerde renk ve kıvam partiye göre değişiklik gösterebilir.,Serin ve kuru yerde saklayınız. Kristalleşme doğal bir süreçtir.,2026-02-12 13:21:55
102,000000-A,000000-A,SEPE NATURAL %100 Saf Arı Sütü 100 gr Royal Jelly,https://www.sepenatural.com.tr/urun/100-saf-ari-sutu-100-gr-royal-jelly,1099.99,TL,,"Ürünümüzü bal, yoğurt veya benzeri gıdalarla karıştırarak çok küçük miktarlarda tüketebilirsiniz. Arı ürünlerine karşı hassasiyeti olan kişilerin kullanmadan önce dikkatli olması önerilir.","Saf arı sütü, doğal arı ürünlerine yönelenlerin tercih ettiği güçlü ve yoğun bir doğal içeriktir. Krem kıvamlı yapısı ve karakteristik aromasıyla dikkat çeker.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:21:57
103,000470-A,000470-A,QX Yüz Maskesi Peeling ve Siyah Noktalar İçin 100 ml,https://www.sepenatural.com.tr/urun/qx-yuz-maskesi-peeling-ve-siyah-noktalar-icin-100-ml,75.0,TL,,Sepe Natural Qx Yüz Maskesi Kullanım Şekli - Sepe Natural Qx Yüz Maskesi Nasıl Kullanılır?,"-  Çocukların ulaşamayacağı yerde ağzı kapalı olarak muhafaza ediniz. 
-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.",-  İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz.,2026-02-12 13:21:58
104,000109-A,000109-A,NOP Çörekotu Black Seed Full Potency 200 Kapsül x 880 mg,https://www.sepenatural.com.tr/urun/nop-corekotu-200-kapsul-880-mg-corek-otu,709.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:00
105,000108-A,000108-A,NOP Üzüm Çekirdeği Grape Seed Full Potency 200 Kapsül x 930 mg,https://www.sepenatural.com.tr/urun/uzum-cekirdegi-200-kapsul-930-mg-grape-seed,1029.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç karnına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:02
106,000104-A,000104-A,NOP Enginar Artichoke Full Potency 200 Kapsül x 500 mg,https://www.sepenatural.com.tr/urun/nop-artichoke-200-kapsul-880-mg-enginar,699.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:03
107,000110-A,000110-A,NOP Zerdeçal Turmeric Full Potency 200 Kapsül x 880 mg Curcumin Kurkumin,https://www.sepenatural.com.tr/urun/zerdecal-kapsul-200-x-880-mg-curcumin-kurkumin-tur,749.99,TL,,"Yetişkinler için, tercihen günde 3 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:05
108,000026-A,000026-A,"SEPE NATURAL Flexis Glukozamin Kondroitin, MSM, Boswellia Akgünlük, Vitamin C Kompleks 60 Kapsül x 1030 mg",https://www.sepenatural.com.tr/urun/flexis-glukozamin-kondroitin-msm-boswellia-vitamin-c-60-kapsul-1030-mg,759.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.","Flexis formülü, glukozamin, kondroitin, MSM, akgünlük ekstresi ve C vitamini gibi farklı bileşenleri bir araya getiren çoklu kompleks yapısıyla dikkat çeker. Tek kapsülde çeşitli bileşenler kullanmak isteyen yetişkin kullanıcıların rutinlerine kolayca ekleyebileceği bir seçenektir. Bitkisel reçine, organik kükürt bileşiği ve destekleyici bileşenlerin birleşimi, çoklu içerikli takviyeleri sevenlere hitap eder.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:07
109,000188-A,000188-A,"SEPE NATURAL Propolis Sıvı Ekstresi 100 ml Su Bazlı Şurup, Likit",https://www.sepenatural.com.tr/urun/propolis-extract-100-ml-likit-propolis-ekstrakt-ekstresi,589.99,TL,,"11 Yaş ve üzeri tüm bireyler için, tercihen günde 10 ml ya da sağlık uzmanınızın talimatlarına göre alınır. Su, Meyve suyu, Bal, Pekmez gibi gıdalar ile, veya Yemeklerle birlikte veya aç kanına veya yatmadan önce kullanılabilir.","Propolis, arıların bitki tomurcuklarından topladığı reçinemsi maddelerden oluşan tamamen doğal bir arı ürünüdür. Yapısında flavonoidler ve fenolik bileşikler gibi dikkat çeken doğal bileşenler bulunur. Son yıllarda saf ve temiz içerik arayanların en çok ilgi gösterdiği arı ürünlerinden biri haline gelmiştir. Doğal yaşam rutinine arıların mucizesinden bir dokunuş eklemek isteyenler için ideal bir seçenek.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:08
110,000358-A,000358-A,Devedikeni Tohumu Yağı 200 ml Milk Thistle Seed Oil Deve dikeni,https://www.sepenatural.com.tr/urun/devedikeni-tohumu-yagi-250-ml-milk-thistle-seed-oil-deve-dikeni,479.99,TL,,,,,2026-02-12 13:22:10
111,000349-A,000349-A,Kabak Çekirdeği Yağı 50 ml %100 Saf Soğuk Sıkım,https://www.sepenatural.com.tr/urun/kabak-cekirdegi-yagi-50-ml-100-saf-soguk-sikim,229.99,TL,,,,,2026-02-12 13:22:11
112,000308-A,000308-A,Buğday Yağı 25 ml Wheat Germ Oil,https://www.sepenatural.com.tr/urun/bugday-yagi-25-ml-wheat-germ-oil,169.99,TL,,,,,2026-02-12 13:22:13
113,000117-A,000117-A,SEPE NATURAL CLA Aspir Yağı 100 Softgel Kapsül x 1330 mg,https://www.sepenatural.com.tr/urun/cla-aspir-yagi-100-softgel-kapsul-1000mg-conjugated-linoleic-acid,739.99,TL,,Sepe Natural Aspir Tohumu Yağı softgel tercihen 2 defa yemek öncesi veya sonrası kullanılması tavsiye edilir.,"Sepe Natural Ürünlerini Oda Sıcaklığında, serin ve kuru yerde, güneş ışınlarından koruyarak, ağzı kapalı şekilde, çocukların ulaşamayacağı yerde muhafaza ediniz.","Sepe Natural Ürünlerini Oda Sıcaklığında, serin ve kuru yerde, güneş ışınlarından koruyarak, ağzı kapalı şekilde, çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:15
114,000118-A,000118-A,SEPE NATURAL CLA Aspir Yağı 200 Softgel Kapsül x 1330 mg,https://www.sepenatural.com.tr/urun/cla-aspir-yagi-200-softgel-kapsul-conjugated-linoleic-acid,1049.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 softgel ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:16
115,000120-A,000120-A,SEPE NATURAL Çörekotu Yağı Black Seed Oil 100 Softgel Kapsül x 1330 mg,https://www.sepenatural.com.tr/urun/corekotu-yagi-100-softgel-kapsul-1000-mg-yumusak-kapsul,949.99,TL,,Tercihen günde 2 defa 1 kapsül yemek öncesi veya sonrası kullanılması tavsiye edilir.,Tavsiye edilen günlük porsiyonu aşmayın.,"Yasal ve Önemli Uyarılar
 Tavsiye edilen günlük porsiyonu aşmayın. 
 Takviye edici gıdalar normal beslenmenin yerine geçemez. 
 Çocukların ulaşamayacağı yerde saklayın. 
 İlaç değildir. Hastalıkların önlenmesi veya tedavi edilmesi amacıyla kullanılmaz. 
 Hamilelik ve emzirme dönemi ile hastalık veya ilaç kullanılması durumlarında doktorunuza danışınız.",2026-02-12 13:22:18
116,000121-A,000121-A,SEPE NATURAL Çörekotu Yağı Black Seed Oil 200 Softgel Kapsül x 1330 mg,https://www.sepenatural.com.tr/urun/corekotu-yagi-200-softgel-kapsul-1000-mg-yumusak-kapsul,1239.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 softgel ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:20
117,000115-A,000115-A,Zerdeçal Kapsül 100 x 880 mg Curcumin Kurkumin Turmeric,https://www.sepenatural.com.tr/urun/zerdecal-100-kapsul-880-mg-kurkumin-curcumin-turmeric,429.99,TL,,"Yetişkinler için, günde 3 defa 1 tablet yemeklerle birlikte  kullanılması tavsiye edilir.","Etiket üzerinde TR-35-K-000853 işletme kayıt numaramız bulunan veya ürünün firmamız tarafından üretildiğini yazan firmamız markaları harici diğer firma markalarına fason olarak ürettiğimiz tüm ürünlerde Eşsiz Kodlu Ürün Hologramı kullanılmaktadır. Bu markalarda Eşsiz Kodlu Hologram olmayan ürünleri satın almayınız. Eşsiz Kodlu Hologram var ise de ürünün gerçekten firmamız tarafından üretilip üretilmediğini, Orijinal olup olmadığını mutlaka","Etiket üzerinde TR-35-K-000853 işletme kayıt numaramız bulunan veya ürünün firmamız tarafından üretildiğini yazan firmamız markaları harici diğer firma markalarına fason olarak ürettiğimiz tüm ürünlerde Eşsiz Kodlu Ürün Hologramı kullanılmaktadır. Bu markalarda Eşsiz Kodlu Hologram olmayan ürünleri satın almayınız. Eşsiz Kodlu Hologram var ise de ürünün gerçekten firmamız tarafından üretilip üretilmediğini, Orijinal olup olmadığını mutlaka",2026-02-12 13:22:22
118,000375-A,000375-A,Hindistan Cevizi Yağı 170 ml Soğuk Sıkım Coconut Oil,https://www.sepenatural.com.tr/urun/hindistan-cevizi-yagi-170-ml-soguk-sikim-coconut-oil,239.99,TL,,Sepe Natural Hindistan Cevizi Yağı 99 değişik sebeple kullanılmaktadır. İşte size sadece bunlardan sadece 10 tanesi;,"Etiket üzerinde TR-35-K-000853 işletme kayıt numaramız bulunan veya ürünün firmamız tarafından üretildiğini yazan firmamız markaları harici diğer firma markalarına fason olarak ürettiğimiz tüm ürünlerde Eşsiz Kodlu Ürün Hologramı kullanılmaktadır. Bu markalarda Eşsiz Kodlu Hologram olmayan ürünleri satın almayınız. Eşsiz Kodlu Hologram var ise de ürünün gerçekten firmamız tarafından üretilip üretilmediğini, Orijinal olup olmadığını mutlaka","Etiket üzerinde TR-35-K-000853 işletme kayıt numaramız bulunan veya ürünün firmamız tarafından üretildiğini yazan firmamız markaları harici diğer firma markalarına fason olarak ürettiğimiz tüm ürünlerde Eşsiz Kodlu Ürün Hologramı kullanılmaktadır. Bu markalarda Eşsiz Kodlu Hologram olmayan ürünleri satın almayınız. Eşsiz Kodlu Hologram var ise de ürünün gerçekten firmamız tarafından üretilip üretilmediğini, Orijinal olup olmadığını mutlaka",2026-02-12 13:22:23
119,000092-A,000092-A,SEPE NATURAL Turmeric Blackpepper Zerdeçal Karabiber Full Potency 60 Kapsül x 880 mg Kurkumin Curcumin,https://www.sepenatural.com.tr/urun/zerdecal-karabiber-60-kapsul-880-mg-kurkumin-curcumin,439.99,TL,,"Yetişkinler için, tercihen günde 2 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:25
120,000139-A,000139-A,SEPE NATURAL Propolis Extract Saf Propolis Ekstresi Toz 50 gr,https://www.sepenatural.com.tr/urun/saf-propolis-extract-50-gr-toz-propolis-ekstresi-ekstrakt,459.99,TL,,"Takviye Edici Gıda Grubumuzdaki Propolis Ekstresi Kapsül Ürünümüzün yoğunluğu günlük 1 gram a denk gelmektedir. Ürünümüzü ılık suya smoothie, yoğurt veya bala karıştırarak tüketebilirsiniz. Arı ürünlerine karşı hassasiyeti olan kişilerin kullanmadan önce dikkatli olması önerilir.","Propolis, arıların bitki tomurcuklarından topladığı reçinemsi maddelerden oluşan tamamen doğal bir arı ürünüdür. Yapısında flavonoidler ve fenolik bileşikler gibi dikkat çeken doğal bileşenler bulunur. Son yıllarda saf ve temiz içerik arayanların en çok ilgi gösterdiği arı ürünlerinden biri haline gelmiştir. Doğal yaşam rutinine arıların mucizesinden bir dokunuş eklemek isteyenler için ideal bir seçenek.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:27
121,000098-A,000098-A,SEPE NATURAL Epimedium Epimedyum 60 Kapsül x 430 mg Azgın Teke,https://www.sepenatural.com.tr/urun/epimedium-extract-60-kapsul-430-mg-epimedyum-ekstrakt,489.99,TL,,SEPE NATURAL Epimedium Epimedyum Ekstresi Kullanımı Nasıl Önerilir?,SEPE NATURAL Epimedium Epimedyum Kapsül Formdadır. Her kapsül 430 mg'dır. Her ambalajda 60 kapsül bulunmaktadır.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:28
122,000096-A,000096-A,"SEPE NATURAL Spirulina 60 Kapsül x 380 mg Yosun, Mavi Yeşil Alg",https://www.sepenatural.com.tr/urun/spirulina-60-kapsul-sepe-natural-siprulina-yosun-hapi,449.99,TL,,"Yetişkinler için, tercihen günde 3 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:30
123,000093-A,000093-A,SEPE NATURAL Hayıt Tohumu 60 Kapsül x 580 mg Chaste Seed Bayanlara Özel,https://www.sepenatural.com.tr/urun/hayit-plus-60-kapsul-580-mg-chaste-seed-bayanlara-hayit-kapsul,489.99,TL,,"Yetişkinler için, tercihen günde 3 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:32
124,000097-A,000097-A,"SEPE NATURAL Korean Ginseng Kore Ginseng Kök Ekstresi 60 Kapsül x 480 mg Kırmızı Ginseng, Panax",https://www.sepenatural.com.tr/urun/panax-ginseng-ekstrakt-60-kapsul-480-mg-ginseng-ekstresi-extract,459.99,TL,,"Yetişkinler için, tercihen günde 3 defa 1 kapsül ya da sağlık uzmanınızın talimatlarına göre alınır. Yemeklerle birlikte veya aç kanına kullanılabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:33
125,000303-A,000303-A,SEPE NATURAL L-Karnitin Sıvı 200 ml Su Bazlı Aromasız 20 Servis L-Carnitine,https://www.sepenatural.com.tr/urun/sepe-natural-l-karnitin-sivi-aromasiz-200-ml-20-servis-l-carnitine,409.99,TL,,"11 yaş ve üzeri bireyler için, tercihen günde 1 porsiyon (10 ml) veya sağlık uzmanınızın önerdiği şekilde kullanılması tavsiye edilir. Egzersizle birlikte kullanılmak istendiğinde, porsiyon egzersizden önce veya gün içinde, su ya da meyve suyu ile birlikte alınabilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:35
126,000305-A,000305-A,"Gül Hidrosol 200 ml Gül Suyu, Saf, Doğal SEPE",https://www.sepenatural.com.tr/urun/gulsuyu200ml,589.99,TL,,"Günlük kişisel bakım rutininizde, temiz cilde göz çevresi hariç olacak şekilde spreyle sıkarak veya pamuk yardımıyla nazikçe uygulayabilirsiniz. Gün içerisinde ferahlatıcı gül kokusu için yüz, boyun veya saç bölgesine hafifçe püskürtülebilir. Haricen kullanım içindir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:37
127,000306-A,000306-A,"Kekik Hidrosol 200 ml Kekik Suyu, Saf, Doğal SEPE",https://www.sepenatural.com.tr/urun/kekiksuyu200ml,419.99,TL,,"Ürünümüzü 10ml veya 1 kapak olacak şekilde su ile karıştırarak tüketebilirsiniz veya Ürün, haricen kullanım için; Kişisel bakım rutininizin bir parçası olarak, uygun gördüğünüz bölgeye (yüz ve vücut, göz çevresi hariç) pamuk yardımıyla hafifçe uygulanabilir veya ortam spreyi karışımlarına eklenebilir. Kullanımdan önce şişeyi çalkalayınız.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:39
128,000128-A,000128-A,SEPE NATURAL Epimedium Ekstresi Toz 50 g,https://www.sepenatural.com.tr/urun/epimedium-extract-epimedium-toz-ekstresi-ekstrakt-50-gr,459.99,TL,,"Takviye Edici Gıda Grubumuzdaki Epimedium Ekstresi Kapsül Ürünümüzün yoğunluğu günlük 1 gram a denk gelmektedir. Ürünümüzü ılık suya smoothie, yoğurt veya bala karıştırarak tüketebilirsiniz","Epimedium, doğal yapısında bulunan icariin ve çeşitli flavonoidlerle bilinen geleneksel bir bitkidir. Bitkisel içeriklere ilgi duyanların son yıllarda sıkça tercih ettiği bu ekstre, kökene dayalı zengin bitkisel profiliyle dikkat çeker. Doğal formülasyonlarda kendine özgü yapısıyla öne çıkar ve bitkisel rutinlerine farklı bir dokunuş eklemek isteyenler için popüler bir seçenektir.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:40
129,000155-A,000155-A,SEPE NATURAL L-Carnitine Toz 100 gr Tartarat,https://www.sepenatural.com.tr/urun/l-carnitine-l-tartrate-100gr-l-karnitin-tartarat-saf-toz-karnitin,739.99,TL,,"Ürünümüz aromasızdır ve su, meyve suyu veya spor içeceklerine kişisel beslenme programınıza uygun olacak şekilde küçük miktarlarda karıştırılarak kullanılabilir. Kullanım miktarı için beslenme uzmanı veya diyetisyeninize danışmanız önerilir.",Tavsiye edilen günlük porsiyonu aşmayın.,"Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:42
130,000130-A,000130-A,"SEPE NATURAL Spirulina Toz 50 gr Yosun, Mavi Yeşil Alg, Bitkisel Protein, Vegan, Cam Şişe",https://www.sepenatural.com.tr/urun/toz-spirulina-50-gr-gidaya-uygun-analizli-siprulina-yosun,389.99,TL,,"Takviye Edici Gıda Grubumuzdaki Spirulina Kapsül Ürünümüzün yoğunluğu günlük 1 gram a denk gelmektedir. Ürünümüzü ılık suya smoothie, yoğurt veya bala karıştırarak tüketebilirsiniz","Spirulina, doğal yapısında bulunan protein, pigmentler, aminoasitler ve minerallerle öne çıkan mavi-yeşil bir alg türüdür. Saf ve doğal kaynaklara yönelenlerin son yıllarda en çok ilgi gösterdiği süper gıdalardan biri olarak dikkat çeker. Canlı rengi ve zengin besinsel profili sayesinde bitkisel rutinlere kolayca uyum sağlar. Doğadan gelen yoğun bir alg deneyimi arayanlar için sade ve güçlü bir seçenek.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:43
131,000135-A,000135-A,SEPE NATURAL Echinacea Extract Ekinezya Ekstresi Toz 50 gr,https://www.sepenatural.com.tr/urun/echinacea-extract-ekinezya-toz-ekstrakt-ekstresi-50-gr,459.99,TL,,"Ürünümüzü çay, sıcak içecekler, smoothie, yoğurt veya farklı tariflerinize bir çay kaşığına kadar küçük miktarlarda ekleyerek kullanabilirsiniz.","Ekinezya (Echinacea purpurea), papatyagiller (Asteraceae) familyasından, mor-koni çiçekleriyle tanınan çok yıllık otsu bir bitkidir. Geleneksel bitkisel uygulamalarda hem kök hem de toprak üstü kısımları kullanılan ekinezya, doğal yapısında bulunan kafeik asit türevleri, alkamidler ve polisakkaritler bakımından dikkat çeker.","Oda sıcaklığında, güneş ışınlarından koruyarak, serin ve kuru yerde, ağzı kapalı bir şekilde çocukların ulaşamayacağı yerde muhafaza ediniz.",2026-02-12 13:22:45
